time_ns,x,y,theta,omega,y_ref,error
40100,0.000995004165278026,0.5000998334166469,0.09999999999999999,0.0,0.0,0.5000998334166469
1040100,0.001990008330556052,0.5001996668332938,0.09699999999999999,-3.0,0.0,0.5001996668332938
2040100,0.0029853075181193824,0.5002965147926722,0.09673991673663529,-0.260083263364682,0.0,0.5002965147926722
3040100,0.0039806318605530916,0.5003931038881173,0.09647975854657895,-0.2601581900563471,0.0,0.5003931038881173
4040100,0.004975981297747855,0.5004894340385172,0.09621982546344401,-0.2599330831349359,0.0,0.5004894340385172
5040100,0.005971355740709834,0.5005855054614177,0.0959598449524995,-0.25998051094451285,0.0,0.5005855054614177
6040100,0.006966755126730532,0.5006813181031181,0.0956998171465126,-0.26002780598689634,0.0,0.5006813181031181
7040100,0.00796217939305026,0.5007768719100639,0.09543974214828892,-0.26007499822367713,0.0,0.5007768719100639
8040100,0.008957628476861127,0.5008721668288167,0.09517962008779848,-0.2601220604904301,0.0,0.5008721668288167
9040100,0.009953102315304557,0.5009672028060816,0.09491945109503645,-0.26016899276203553,0.0,0.5009672028060816
10040100,0.01094860084547142,0.5010619797887073,0.094659235300026,-0.26021579501045394,0.0,0.5010619797887073
11040100,0.01194412400440216,0.5011564977236855,0.09439897283281556,-0.2602624672104349,0.0,0.5011564977236855
12040100,0.012939671729086923,0.5012507565581521,0.09413866382347875,-0.26030900933680806,0.0,0.5012507565581521
13040100,0.013935243956465684,0.5013447562393861,0.0938783084021143,-0.2603554213644501,0.0,0.5013447562393861
14040100,0.014930840623428381,0.5014384967148104,0.09361790669884594,-0.26040170326834,0.0,0.5014384967148104
15040100,0.015926461666815037,0.5015319779319916,0.09335745884382242,-0.260447855023515,0.0,0.5015319779319916
16040100,0.016922107023415893,0.5016251998386398,0.09309696496721732,-0.2604938766050924,0.0,0.5016251998386398
17040100,0.01791777662997154,0.5017181623826096,0.09283642519922905,-0.26053976798825884,0.0,0.5017181623826096
18040100,0.01891347042317304,0.5018108655118988,0.09257583967008076,-0.26058552914829247,0.0,0.5018108655118988
19040100,0.019909188339662064,0.5019033091746494,0.09231520851002022,-0.2606311600605409,0.0,0.5019033091746494
20040100,0.020904930316031016,0.5019954933191476,0.0920545318493198,-0.2606766607004096,0.0,0.5019954933191476
21040100,0.021900696288823164,0.5020874178938233,0.09179380981827642,-0.26072203104338487,0.0,0.5020874178938233
22040100,0.02289648619453277,0.5021790828472507,0.09153304254721137,-0.26076727106505554,0.0,0.5021790828472507
23040100,0.023892299969605218,0.5022704881281482,0.09127223016647033,-0.2608123807410356,0.0,0.5022704881281482
24040100,0.024888137550437152,0.5023616336853785,0.09101137280642327,-0.2608573600470639,0.0,0.5023616336853785
25040100,0.025883998873376595,0.5024525194679481,0.09075047059746433,-0.2609022089589379,0.0,0.5024525194679481
26040100,0.026879883874723082,0.5025431454250084,0.09048952367001183,-0.2609469274525022,0.0,0.5025431454250084
27040100,0.027875792490727795,0.502633511505855,0.09022853215450811,-0.26099151550370436,0.0,0.502633511505855
28040100,0.028871724657593693,0.5027236176599279,0.08996749618141954,-0.2610359730885728,0.0,0.5027236176599279
29040100,0.029867680311475634,0.5028134638368115,0.08970641588123635,-0.2610803001831943,0.0,0.5028134638368115
30040100,0.030863659388480513,0.5029030499862348,0.0894452913844726,-0.2611244967637477,0.0,0.5029030499862348
31040100,0.031859661824667394,0.5029923760580716,0.08918412282166616,-0.2611685628064482,0.0,0.5029923760580716
32040100,0.03285568755604764,0.5030814420023401,0.08892291032337854,-0.2612124982876361,0.0,0.5030814420023401
33040100,0.033851736518585036,0.5031702477692033,0.08866165402019484,-0.2612563031836996,0.0,0.5031702477692033
34040100,0.034847808648195935,0.503258793308969,0.08840035404272373,-0.2612999774711076,0.0,0.503258793308969
35040100,0.03584390388074937,0.5033470785720899,0.08813901052159732,-0.26134352112639897,0.0,0.5033470785720899
36040100,0.036840022152067206,0.5034351035091633,0.08787762358747113,-0.26138693412620473,0.0,0.5034351035091633
37040100,0.03783616339792424,0.5035228680709316,0.08761619337102393,-0.26143021644720343,0.0,0.5035228680709316
38040100,0.03883232755404838,0.5036103722082822,0.08735472000295777,-0.2614733680661659,0.0,0.5036103722082822
39040100,0.03982851455612074,0.5036976158722475,0.08709320361399782,-0.26151638895994417,0.0,0.5036976158722475
40040100,0.04082472433977578,0.5037845990140049,0.08683164433489236,-0.2615592791054601,0.0,0.5037845990140049
41040100,0.04182095684060143,0.503871321584877,0.08657004229641266,-0.26160203847970587,0.0,0.503871321584877
42040100,0.042817211994139244,0.5039577835363317,0.08630839762935293,-0.2616446670597435,0.0,0.5039577835363317
43040100,0.04381348973588452,0.5040439848199818,0.08604671046453019,-0.26168716482273857,0.0,0.5040439848199818
44040100,0.044809790001286424,0.5041299253875857,0.08578498093278429,-0.2617295317458936,0.0,0.5041299253875857
45040100,0.04580611272574814,0.5042156051910471,0.08552320916497778,-0.2617717678065033,0.0,0.5042156051910471
46040100,0.04680245784462698,0.5043010241824151,0.08526139529199582,-0.261813872981955,0.0,0.5043010241824151
47040100,0.04779882529323453,0.504386182313884,0.08499953944474611,-0.26185584724969513,0.0,0.504386182313884
48040100,0.04879521500683679,0.5044710795377939,0.08473764175415888,-0.26189769058724044,0.0,0.5044710795377939
49040100,0.04979162692065429,0.5045557158066303,0.08447570235118669,-0.2619394029721891,0.0,0.5045557158066303
50040100,0.05078806096986223,0.5046400910730243,0.08421372136680447,-0.2619809843822207,0.0,0.5046400910730243
51040100,0.05178451708959062,0.5047242052897527,0.08395169893200939,-0.26202243479507425,0.0,0.5047242052897527
52040100,0.05278099521492441,0.504808058409738,0.0836896351778208,-0.2620637541885924,0.0,0.504808058409738
53040100,0.053777495280903594,0.5048916503860483,0.08342753023528014,-0.26210494254065486,0.0,0.5048916503860483
54040100,0.0547740172225234,0.5049749811718979,0.08316538423545089,-0.2621459998292565,0.0,0.5049749811718979
55040100,0.055770560974734366,0.5050580507206464,0.08290319730941845,-0.2621869260324403,0.0,0.5050580507206464
56040100,0.056767126472442524,0.5051408589857996,0.0826409695882901,-0.26222772112834214,0.0,0.5051408589857996
57040100,0.05776371365050949,0.5052234059210093,0.08237870120319496,-0.2622683850951462,0.0,0.5052234059210093
58040100,0.05876032244375262,0.5053056914800733,0.0821163922852838,-0.2623089179111517,0.0,0.5053056914800733
59040100,0.05975695278694515,0.5053877156169353,0.08185404296572911,-0.2623493195546952,0.0,0.5053877156169353
60040100,0.060753604614816305,0.5054694782856851,0.08159165337572488,-0.2623895900042285,0.0,0.5054694782856851
61040100,0.06175027786205145,0.5055509794405588,0.08132922364648665,-0.26242972923824065,0.0,0.5055509794405588
62040100,0.06274697246329224,0.5056322190359387,0.08106675390925133,-0.2624697372353137,0.0,0.5056322190359387
63040100,0.0637436883531367,0.5057131970263531,0.0808042442952772,-0.2625096139741116,0.0,0.5057131970263531
64040100,0.06474042546613942,0.5057939133664769,0.08054169493584383,-0.26254935943336916,0.0,0.5057939133664769
65040100,0.06573718373681169,0.5058743680111313,0.08027910596225195,-0.2625889735918809,0.0,0.5058743680111313
