time_ns,x,y,theta,omega,lateral_error
100,0.0,0.0,0.0,0.0,0.0
1000100,0.0,0.5,0.1,0.0,0.5
2000100,0.000995004165278026,0.5000998334166469,0.09999999999999999,-3.0,0.5000998086658144
3000100,0.001990008330556052,0.5001996668332938,0.09699999999999999,-1.0502039602196866,0.5001995678299638
4000100,0.0029853075181193824,0.5002965147926722,0.09594979603978031,-1.0504287476722738,0.5002962919911474
5000100,0.0039807078669026955,0.5003923174316863,0.09489936729210803,-1.0491547241409787,0.5003919212808053
6000100,0.004976208300351028,0.5004870744208966,0.09385021256796704,-1.048848586149535,0.5004864553546619
7000100,0.005971807600637625,0.500580786924165,0.0928013639818175,-1.0485400950420918,0.5005798953619951
8000100,0.006967504643511698,0.5006734551431606,0.0917528238867754,-1.0482299997846614,0.5006722414900999
9000100,0.007963298305358418,0.5007650792831342,0.09070459388699074,-1.04791781965081,0.5007634939300729
10000100,0.008959187463277691,0.5008556595521714,0.08965667606733992,-1.0476035568142306,0.5008536528760696
11000100,0.00995517099504892,0.50094519616167,0.08860907251052569,-1.0472872130833835,0.500942718525778
12000100,0.010951247779140994,0.5010336893263371,0.08756178529744231,-1.0469687905104577,0.5010306910804153
13000100,0.011947416694722237,0.5011211392641854,0.08651481650693185,-1.0466482911533332,0.5011175707447251
14000100,0.012943676621670347,0.5012075461965309,0.08546816821577852,-1.0463257170752422,0.501203357726981
15000100,0.013940026440582329,0.5012929103479884,0.08442184249870326,-1.0460010703486078,0.5012880522389693
16000100,0.014936465032784401,0.5013772319464692,0.08337584142835465,-1.045674353044017,0.5013716544959997
17000100,0.015932991280341886,0.5014605112231771,0.08233016707531064,-1.0453455672445653,0.5014541647168913
18000100,0.016929604066069078,0.5015427484126056,0.08128482150806608,-1.045014715033395,0.5015355831239765
19000100,0.017926302273539103,0.5016239437525337,0.08023980679303269,-1.0446817985026957,0.5016159099430902
20000100,0.018923084787093744,0.5017040974840232,0.07919512499452999,-1.0443468197461887,0.5016951454035739
21000100,0.01991995049185326,0.5017832098514149,0.0781507781747838,-1.044009780866629,0.5017732897382644
22000100,0.020916898273726177,0.501861281102325,0.07710676839391717,-1.0436706839684584,0.5018503431834983
23000100,0.021913927019419077,0.5019383114876417,0.07606309770994871,-1.0433295311649164,0.5019263059791041
24000100,0.022911035616446328,0.5020143012615218,0.0750197681787838,-1.0429863245726985,0.5020011783683923
25000100,0.023908222953139845,0.5020892506813868,0.07397678185421108,-1.04264106631027,0.5020749605981616
26000100,0.024905487918658792,0.5021631600079193,0.07293414078790081,-1.0422937585064287,0.5021476529186959
27000100,0.025902829402999282,0.5022360295050597,0.07189184702939438,-1.0419444032953018,0.50221925558375
28000100,0.02690024629700406,0.5023078594400023,0.07084990262609908,-1.0415930028108786,0.5022897688505492
29000100,0.02789773749237215,0.5023786500831915,0.0698083096232882,-1.0412395591938925,0.5023591929797964
30000100,0.028895301881668493,0.5024484017083182,0.0687670700640943,-1.0408840745956673,0.5024275282356541
31000100,0.029892938358333575,0.5025171145923158,0.06772618598949863,-1.0405265511654793,0.5024947748857477
32000100,0.030890645816693003,0.5025847890153572,0.06668565943833316,-1.040166991061111,0.5025609332011549
33000100,0.03188842315196709,0.5026514252608497,0.06564549244727204,-1.0398053964420595,0.5026260034564157
34000100,0.03288626926028042,0.5027170236154324,0.06460568705082997,-1.039441769479714,0.5026899859295111
35000100,0.03388418303867135,0.5027815843689714,0.06356624528135024,-1.0390761123417704,0.5027528809018695
36000100,0.03488216338510157,0.5028451078145566,0.06252716916900847,-1.038708427206124,0.5028146886583635
37000100,0.035880209198465546,0.5029075942484974,0.061488460741802344,-1.0383387162557538,0.5028754094872981
38000100,0.03687831937860002,0.5029690439703188,0.060450122025546595,-1.037966981674871,0.5029350436804144
39000100,0.037876492826293455,0.5030294572827574,0.05941215504387173,-1.0375932256563085,0.502993591532878
40000100,0.03887472844329546,0.5030888344917573,0.05837456181821542,-1.037217450394061,0.5030510533432827
41000100,0.03987302513232619,0.5031471759064666,0.057337344367821355,-1.036839658090729,0.5031074294136425
42000100,0.04087138179708574,0.5032044818392326,0.05630050470973062,-1.036459850951955,0.5031627200493806
43000100,0.041869797342263516,0.5032607526055981,0.055264044858778665,-1.0360780311845663,0.5032169255593428
44000100,0.04286827067354756,0.5033159885242974,0.0542279668275941,-1.0356942010091514,0.5032700462557657
45000100,0.043866800697633865,0.5033701899172518,0.05319227262658494,-1.0353083626369015,0.503322082454307
46000100,0.04486538632223571,0.5034233571095657,0.052156964263948044,-1.0349205183014805,0.5033730344740102
47000100,0.045864026456092895,0.5034754904295223,0.051122043745646564,-1.0345306702252586,0.5034229026373179
48000100,0.04686272000898102,0.5035265902085796,0.05008751307542131,-1.034138820644432,0.503471687270057
49000100,0.047861465891720696,0.5035766567813657,0.04905337425477688,-1.0337449717942806,0.5035193887014412
50000100,0.04886026301618678,0.5036256904856748,0.0480196292829826,-1.033349125918502,0.5035660072640709
51000100,0.049859110295317546,0.5036736916624632,0.046986280157064096,-1.0329512852672107,0.5036115432939176
52000100,0.05085800664312384,0.5037206606558444,0.045953328871796886,-1.0325514520897485,0.5036559971303165
53000100,0.05185695097469825,0.5037665978130851,0.04492077741970713,-1.0321496286383878,0.5036993691159833
54000100,0.0528559422062242,0.5038115034846007,0.043888627791068745,-1.0317458171805782,0.503741659596985
55000100,0.05385497925498506,0.503855378023951,0.042856881973888164,-1.0313400199759628,0.5037828689227495
56000100,0.0548540610393732,0.5038982217878357,0.0418255419539122,-1.030932239295771,0.5038229974460543
57000100,0.05585318647889907,0.50394003513609,0.04079460971461643,-1.0305224774123047,0.5038620455230326
58000100,0.056852354494200216,0.50398081843168,0.039764087237204135,-1.0301107366075548,0.5039000135131547
59000100,0.05785156400705026,0.5040205720406983,0.03873397650059658,-1.0296970191610626,0.5039369017792306
60000100,0.05885081394036791,0.5040592963323595,0.03770427948143552,-1.029281327360251,0.5039727106873945
61000100,0.059850103218225925,0.5040969916789955,0.036674998154075274,-1.0288636634916788,0.5040074406071291
62000100,0.06084943076586,0.5041336584560512,0.0356461344905836,-1.0284440298605735,0.5040410919112219
63000100,0.06184879550967774,0.5041692970420796,0.03461769046072302,-1.0280224287570487,0.5040736649757923
64000100,0.06284819637726749,0.5042039078187374,0.033589668031965975,-1.0275988624914647,0.5041051601802623
65000100,0.06384763229740724,0.5042374911707801,0.0325620691694745,-1.0271733333662247,0.5041355779073731
66000100,0.06484710220007342,0.5042700474860575,0.03153489583610828,-1.0267458436986252,0.5041649185431625
67000100,0.06584660501644977,0.5043015771555092,0.030508149992409656,-1.0263163958013806,0.5041931824769713
68000100,0.0668461396789361,0.5043320805731591,0.029481833596608276,-1.0258849919969593,0.5042203701014275
69000100,0.06784570512115705,0.5043615581361119,0.028455948604611318,-1.02545163460656,0.5042464818124631
70000100,0.06884530027797084,0.5043900102445472,0.027430496970004752,-1.0250163259665233,0.5042715180092773
71000100,0.06984492408547799,0.5044174373017153,0.026405480644038224,-1.0245790684012224,0.5042954790943565
