time_ns,x,y,theta,omega,y_ref,error
40100,0.000995004165278026,0.5000974174199407,0.09999999999999999,0.0,0.0,0.5000974174199407
1040100,0.001990008330556052,0.5002245023501549,0.09699999999999999,-3.0,0.0,0.5002245023501549
2040100,0.0029853075181193824,0.5003283437021387,0.095950996445448,-1.0490035545519922,0.0,0.5003283437021387
3040100,0.003980707751899948,0.500443878998971,0.09488685494344862,-1.0641415019993783,0.0,0.500443878998971
4040100,0.00497620937090284,0.5005249790824984,0.09383407751502607,-1.0527774284225369,0.0,0.5005249790824984
5040100,0.005971810183116041,0.5006197385208493,0.09277517199919774,-1.0589055158283296,0.0,0.5006197385208493
6040100,0.006967509652812961,0.5007217283456215,0.09173327183735691,-1.0419001618408283,0.0,0.5007217283456215
7040100,0.007963305105909056,0.5008190020239723,0.09068430241725375,-1.0489694201031614,0.0,0.5008190020239723
8040100,0.008959196101630092,0.5009089077232111,0.08963146375211758,-1.052838665136167,0.0,0.5009089077232111
9040100,0.009955181890509989,0.5009942727923964,0.08858073853093515,-1.0507252211824312,0.0,0.5009942727923964
10040100,0.010951261181565752,0.5010769481700302,0.08753346739701955,-1.0472711339156007,0.0,0.5010769481700302
11040100,0.01194743257314621,0.5011573366477616,0.08648824574856499,-1.0452216484545527,0.0,0.5011573366477616
12040100,0.012943694795640358,0.5012359988312706,0.0854441534874361,-1.044092261128896,0.0,0.5012359988312706
13040100,0.013940046664261947,0.5013040066225071,0.0844009937835693,-1.0431597038667995,0.0,0.5013040066225071
14040100,0.014936487014244444,0.5013826732733704,0.08335848977884683,-1.0425040047224707,0.0,0.5013826732733704
15040100,0.01593301470668473,0.5014574224057904,0.08232112682427745,-1.037362954569388,0.0,0.5014574224057904
16040100,0.016929628235816035,0.5015435932655382,0.0812782269683256,-1.0428998559518476,0.0,0.5015435932655382
17040100,0.017926326978710282,0.5016314816655983,0.08023708622758832,-1.0411407407372741,0.0,0.5016314816655983
18040100,0.018923109710324706,0.501701611024937,0.07919001212710831,-1.0470741004800066,0.0,0.501701611024937
19040100,0.019919975819562237,0.5017834205878686,0.07814185331652387,-1.0481588105844468,0.0,0.5017834205878686
20040100,0.0209169242981703,0.5018565790875165,0.07710238359742036,-1.0394697191035107,0.0,0.5018565790875165
21040100,0.02191395338161618,0.5019386835180079,0.07605685997905248,-1.045523618367872,0.0,0.5019386835180079
22040100,0.022911062452627792,0.50202857413403,0.07501546538966927,-1.0413945893832075,0.0,0.50202857413403
23040100,0.023908250111803628,0.5020836420138342,0.07396938343213495,-1.0460819575343177,0.0,0.5020836420138342
24040100,0.024905515624107675,0.5021559918093172,0.0729191783977458,-1.050205034389159,0.0,0.5021559918093172
25040100,0.025902858198638374,0.502226884484299,0.07188622438734184,-1.0329540104039583,0.0,0.502226884484299
26040100,0.0269002754965014,0.5022864366875447,0.07084443450390826,-1.041789883433584,0.0,0.5022864366875447
27040100,0.027897767078946464,0.5023573965794331,0.06980318117268695,-1.0412533312213113,0.0,0.5023573965794331
28040100,0.028895331825947456,0.502431197504913,0.06876742874428349,-1.0357524284034665,0.0,0.502431197504913
29040100,0.029892968277966524,0.5025033547924084,0.06772578031603523,-1.0416484282482599,0.0,0.5025033547924084
30040100,0.030890675763779588,0.5025651791700996,0.0666825135260205,-1.0432667900147172,0.0,0.5025651791700996
31040100,0.03188845330868052,0.502610404281881,0.06563987399008762,-1.0426395359328846,0.0,0.502610404281881
32040100,0.03288629978553965,0.5026748738192274,0.0646022270037835,-1.0376469863041227,0.0,0.5026748738192274
33040100,0.033884213787307854,0.5027262984977212,0.06357273893917029,-1.0294880646132134,0.0,0.5027262984977212
34040100,0.03488219372121751,0.502789966322972,0.0625334494552125,-1.0392894839577889,0.0,0.502789966322972
35040100,0.035880239142129115,0.5028650606432133,0.06150052927869415,-1.0329201765183453,0.0,0.5028650606432133
36040100,0.03687834858058267,0.5029238514284224,0.0604613099141502,-1.0392193645439607,0.0,0.5029238514284224
37040100,0.03787652135231623,0.5029994932261217,0.05941617682696443,-1.0451330871857725,0.0,0.5029994932261217
38040100,0.0388747567305079,0.5030465729494065,0.058379027633339214,-1.0371491936252155,0.0,0.5030465729494065
39040100,0.039873053158986704,0.503105810091176,0.057333251349924196,-1.0457762834150166,0.0,0.503105810091176
40040100,0.040871410058292104,0.5031710618525647,0.056301611639612566,-1.0316397103116388,0.0,0.5031710618525647
41040100,0.041869825541181474,0.5032178713640798,0.05526372443519397,-1.0378872044185947,0.0,0.5032178713640798
42040100,0.04286829889016435,0.5032562844154719,0.0542226491003369,-1.0410753348570678,0.0,0.5032562844154719
43040100,0.04386682920246476,0.5032987472328818,0.0531906509496064,-1.0319981507305032,0.0,0.5032987472328818
44040100,0.04486541491328531,0.5033592640413249,0.0521627238772062,-1.0279270724001928,0.0,0.5033592640413249
45040100,0.04586405474685817,0.5034142942098996,0.05113263666628753,-1.030087210918669,0.0,0.5034142942098996
46040100,0.04686274775839435,0.5034833250175684,0.050093351090308984,-1.0392855759785404,0.0,0.5034833250175684
47040100,0.04786149334882761,0.5035385013900782,0.04905664843249809,-1.0367026578108933,0.0,0.5035385013900782
48040100,0.04886029031274328,0.5035857547059396,0.04801275704519226,-1.0438913873058229,0.0,0.5035857547059396
49040100,0.049859137921725964,0.5036320799331439,0.04697563216887084,-1.037124876321426,0.0,0.5036320799331439
50040100,0.05085803476960092,0.503696788323713,0.04594232395566638,-1.0333082132044604,0.0,0.503696788323713
51040100,0.0518569796066494,0.5037263194743296,0.04490933677312809,-1.0329871825382881,0.0,0.5037263194743296
